CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge
753,0,0,46,8,0.0,3,1,0,90747.94,1,0.17391304347826086
781,0,1,27,7,186558.55,1,1,1,175071.29,1,0.25925925925925924
674,0,1,28,3,0.0,1,1,0,51536.99,0,0.10714285714285714
640,2,0,39,9,131607.28,4,0,1,6981.43,1,0.23076923076923078
532,0,0,44,3,148595.55,1,1,0,74838.64,1,0.06818181818181818
596,1,0,67,6,0.0,2,1,1,138350.74,0,0.08955223880597014
629,1,0,34,8,0.0,2,1,1,180595.02,0,0.23529411764705882
700,0,1,30,9,0.0,1,1,1,174971.64,0,0.3
627,1,1,25,4,0.0,1,1,1,194313.93,0,0.16
460,2,1,35,8,102742.91,2,1,1,189339.6,0,0.22857142857142856
512,0,0,36,0,129804.17,1,1,0,53020.9,0,0.0
571,0,0,41,8,0.0,1,1,1,63736.17,0,0.1951219512195122
838,0,0,31,2,0.0,2,1,0,8222.96,0,0.06451612903225806
640,2,1,31,10,118613.34,1,1,0,168469.65,0,0.3225806451612903
719,0,0,61,5,0.0,2,0,1,29132.43,0,0.08196721311475409
850,1,0,37,2,0.0,2,1,0,119969.99,0,0.05405405405405406
696,2,0,43,4,114091.38,1,0,1,159888.1,0,0.09302325581395349
490,0,0,33,1,0.0,2,1,1,80792.83,0,0.030303030303030304
657,0,0,50,9,0.0,2,0,0,37171.46,0,0.18
547,0,1,35,4,0.0,1,1,1,133287.73,0,0.11428571428571428
703,0,0,28,2,81173.83,2,0,1,162812.16,0,0.07142857142857142
553,1,0,38,1,181110.13,2,1,0,184544.59,0,0.02631578947368421
737,0,1,70,9,87542.89,2,1,1,42576.86,0,0.12857142857142856
597,0,1,42,4,64740.12,1,1,1,106841.12,0,0.09523809523809523
715,1,0,31,7,0.0,1,1,1,149970.59,0,0.22580645161290322
817,0,1,55,10,117561.49,1,1,0,95941.55,1,0.18181818181818182
752,1,0,36,2,0.0,2,1,1,45570.84,0,0.05555555555555555
689,1,1,57,4,0.0,2,1,0,136649.8,1,0.07017543859649122
648,0,1,50,9,102535.57,1,1,1,189543.19,0,0.18
764,0,1,39,1,129068.54,2,1,1,187905.12,0,0.02564102564102564
648,1,1,28,9,102282.61,1,1,1,157891.11,0,0.32142857142857145
725,1,1,32,0,0.0,2,1,1,138525.19,0,0.0
689,0,0,47,1,93871.95,3,1,0,156878.42,1,0.02127659574468085
647,0,1,42,9,0.0,2,1,1,51362.82,0,0.21428571428571427
461,2,1,74,1,186445.31,2,1,1,196767.83,0,0.013513513513513514
578,0,0,34,4,175111.11,1,1,1,74858.3,0,0.11764705882352941
658,1,1,32,5,145553.07,1,1,1,31484.76,0,0.15625
682,0,0,37,5,0.0,2,0,1,112554.68,0,0.13513513513513514
834,1,0,38,8,0.0,2,1,1,66485.26,0,0.21052631578947367
725,0,0,45,1,129855.32,1,0,0,24218.65,0,0.022222222222222223
534,0,0,24,1,0.0,1,1,1,169653.32,0,0.041666666666666664
833,0,0,30,1,0.0,2,1,0,141860.62,0,0.03333333333333333
592,2,1,26,4,105082.07,2,1,0,132801.57,0,0.15384615384615385
596,2,0,47,5,140187.1,2,1,1,174311.3,0,0.10638297872340426
651,2,1,24,7,40224.7,1,1,1,178341.33,0,0.2916666666666667
678,1,0,38,3,124483.53,1,1,0,126253.31,0,0.07894736842105263
613,0,0,41,7,0.0,2,1,0,60297.72,0,0.17073170731707318
768,2,0,49,1,133384.66,1,1,0,102397.22,1,0.02040816326530612
681,2,0,49,8,142946.18,1,0,0,187280.51,1,0.16326530612244897
575,1,1,31,6,0.0,2,1,1,95686.42,0,0.1935483870967742
778,1,0,40,8,104291.41,2,1,1,117507.11,0,0.2
608,1,0,37,2,130461.02,1,1,0,21967.15,0,0.05405405405405406
845,2,1,43,3,152063.59,2,1,0,97910.06,0,0.06976744186046512
511,0,1,31,5,137411.29,1,0,1,161854.98,0,0.16129032258064516
655,0,1,45,7,57327.04,1,0,1,47349.0,0,0.15555555555555556
850,2,1,31,1,108822.4,1,1,1,132173.31,0,0.03225806451612903
684,0,0,54,6,0.0,2,1,1,94888.6,0,0.1111111111111111
850,0,1,36,0,164850.54,1,1,1,62722.44,0,0.0
823,1,1,46,3,81576.75,1,1,1,28370.95,1,0.06521739130434782
745,1,1,59,8,0.0,1,1,1,36124.98,0,0.13559322033898305
644,0,1,39,9,0.0,1,1,0,3740.93,0,0.23076923076923078
545,0,0,23,2,0.0,2,1,0,189613.12,0,0.08695652173913043
587,2,1,39,6,101851.8,2,1,0,7103.71,0,0.15384615384615385
616,1,0,30,2,0.0,2,1,0,199099.51,0,0.06666666666666667
734,1,1,39,6,92126.26,2,0,0,112973.34,0,0.15384615384615385
705,0,0,61,4,0.0,2,1,1,191313.7,0,0.06557377049180328
558,1,0,45,4,0.0,1,1,0,131807.14,0,0.08888888888888889
531,0,1,63,1,114715.71,1,0,1,24506.95,1,0.015873015873015872
716,2,0,66,5,121411.9,1,0,0,10070.4,1,0.07575757575757576
685,0,1,33,6,0.0,2,0,1,186785.01,0,0.18181818181818182
437,1,0,28,2,109161.25,1,1,0,152987.42,0,0.07142857142857142
658,0,1,38,6,102895.1,1,0,0,155665.76,0,0.15789473684210525
771,1,1,67,8,0.0,2,1,1,51219.8,0,0.11940298507462686
683,0,1,38,5,127616.56,1,1,0,123846.07,0,0.13157894736842105
630,0,1,36,8,126598.99,2,1,1,134407.93,0,0.2222222222222222
725,0,1,44,10,0.0,1,0,1,93777.61,0,0.22727272727272727
616,0,0,23,8,73112.95,1,1,1,62733.05,0,0.34782608695652173
633,2,0,29,6,117412.35,1,0,0,30338.94,0,0.20689655172413793
677,2,0,28,0,143988.0,2,1,0,8755.69,1,0.0
598,1,0,44,8,0.0,2,1,0,148487.9,0,0.18181818181818182
633,0,0,43,5,0.0,2,1,1,48249.88,0,0.11627906976744186
609,0,0,37,6,0.0,2,0,1,22030.72,0,0.16216216216216217
581,0,1,47,1,122949.14,1,0,0,180251.68,1,0.02127659574468085
539,0,1,40,7,81132.21,1,1,0,167289.82,0,0.175
659,1,0,27,4,0.0,2,1,0,99341.87,0,0.14814814814814814
742,2,0,35,5,136857.0,1,0,0,84509.57,0,0.14285714285714285
769,0,1,73,1,0.0,1,1,1,29792.11,0,0.0136986301369863
793,1,0,29,8,96674.55,2,0,0,192120.66,0,0.27586206896551724
475,0,1,45,0,134264.04,1,1,0,27822.99,1,0.0
502,2,1,33,6,125241.17,2,1,1,158736.07,0,0.18181818181818182
836,1,1,41,7,150302.84,1,1,1,156036.19,0,0.17073170731707318
732,0,0,46,0,0.0,2,1,1,184350.78,0,0.0
555,1,0,33,5,127343.4,1,0,1,121789.3,0,0.15151515151515152
602,1,0,34,8,98382.72,1,1,0,39542.0,0,0.23529411764705882
678,2,1,40,8,128644.46,1,0,0,167673.37,0,0.2
604,0,1,56,0,62732.65,1,0,1,124954.56,0,0.0
781,2,1,48,9,82794.18,1,1,0,124720.68,1,0.1875
707,0,1,58,3,102346.86,1,1,1,114672.64,0,0.05172413793103448
529,1,1,39,2,82766.43,1,1,1,122925.44,0,0.05128205128205128
772,0,0,23,2,0.0,2,1,0,18364.19,0,0.08695652173913043
645,1,1,29,4,0.0,2,1,1,74346.11,0,0.13793103448275862
802,2,0,31,1,125013.72,1,1,1,187658.09,0,0.03225806451612903
620,0,0,28,8,0.0,2,1,1,199909.32,0,0.2857142857142857
665,2,0,63,7,104469.58,1,1,1,25165.36,1,0.1111111111111111
833,0,1,28,4,136674.51,2,0,0,5278.78,0,0.14285714285714285
808,2,1,37,2,100431.84,1,1,0,35140.49,1,0.05405405405405406
588,2,0,49,6,132623.76,3,1,0,36292.94,1,0.12244897959183673
606,0,1,71,8,0.0,2,1,1,169741.96,0,0.11267605633802817
768,0,0,30,6,0.0,2,1,1,199454.37,0,0.2
628,1,1,39,8,107553.33,1,1,0,117523.41,0,0.20512820512820512
586,2,1,47,5,157099.47,2,1,1,65481.86,0,0.10638297872340426
723,0,1,20,4,0.0,2,1,1,140385.33,0,0.2
751,0,1,39,3,0.0,2,1,1,84175.34,0,0.07692307692307693
654,0,0,29,2,91955.61,1,1,0,37065.66,0,0.06896551724137931
537,0,0,26,7,106397.75,1,0,0,103563.23,0,0.2692307692307692
821,1,1,38,8,0.0,2,0,1,126241.4,1,0.21052631578947367
601,2,1,26,7,105514.69,2,1,0,50070.59,0,0.2692307692307692
744,1,0,44,5,120654.68,1,1,0,82290.81,0,0.11363636363636363
673,0,1,44,8,133444.97,1,0,1,5708.19,0,0.18181818181818182
597,1,0,35,9,0.0,3,0,1,73181.39,1,0.2571428571428571
618,1,0,33,4,0.0,2,1,1,77550.18,0,0.12121212121212122
815,0,0,35,4,0.0,2,0,1,198490.33,0,0.11428571428571428
615,1,0,59,4,155766.05,1,1,1,110275.17,0,0.06779661016949153
614,2,1,37,6,96340.81,2,1,1,139377.24,1,0.16216216216216217
578,0,0,59,10,185966.64,1,0,0,9445.42,1,0.1694915254237288
779,2,1,40,2,75470.23,1,1,1,52894.01,0,0.05
501,2,0,25,6,104013.79,1,1,0,114774.35,0,0.24
775,0,1,66,9,0.0,2,1,1,67622.34,0,0.13636363636363635
350,1,0,54,1,152677.48,1,1,1,191973.49,1,0.018518518518518517
648,0,1,37,7,0.0,2,1,0,194238.92,0,0.1891891891891892
645,1,0,49,2,0.0,2,0,0,10023.15,0,0.04081632653061224
687,1,1,72,4,0.0,2,1,1,50267.69,0,0.05555555555555555
793,1,1,36,0,0.0,1,0,0,148993.47,0,0.0
746,0,1,29,4,105599.67,1,1,1,43106.17,0,0.13793103448275862
669,0,1,47,9,61196.54,1,1,0,58170.24,0,0.19148936170212766
520,0,0,34,3,0.0,2,1,1,104703.96,0,0.08823529411764706
580,0,1,65,9,106804.26,3,1,0,107890.69,1,0.13846153846153847
624,1,1,36,0,0.0,2,1,0,111605.9,0,0.0
603,0,0,40,4,102833.46,2,1,1,38829.11,0,0.1
609,0,0,41,6,0.0,1,0,1,112585.19,0,0.14634146341463414
784,1,0,48,7,0.0,2,1,1,182609.97,0,0.14583333333333334
681,1,1,32,3,0.0,2,1,1,59679.9,0,0.09375
689,1,1,63,1,0.0,2,1,1,186526.12,0,0.015873015873015872
769,0,0,51,9,156773.78,2,1,0,40257.79,0,0.17647058823529413
726,0,1,32,8,0.0,2,0,0,185075.63,0,0.25
704,0,0,31,0,0.0,2,1,0,183038.33,0,0.0
659,2,0,67,6,117411.6,1,1,1,45071.09,1,0.08955223880597014
753,2,0,44,3,138076.47,1,1,0,15523.09,1,0.06818181818181818
810,0,0,33,6,0.0,2,1,1,77965.67,0,0.18181818181818182
772,0,1,35,9,0.0,1,0,1,25448.31,0,0.2571428571428571
675,0,1,61,5,62055.17,3,1,0,166305.16,1,0.08196721311475409
622,0,0,32,5,179305.09,1,1,1,149043.78,0,0.15625
716,0,0,41,9,0.0,1,1,1,113267.48,0,0.21951219512195122
680,1,1,31,9,119825.75,2,1,1,101139.3,0,0.2903225806451613
688,1,1,46,8,155681.72,1,1,0,26287.21,0,0.17391304347826086
705,0,0,34,7,117715.84,1,1,0,2498.67,0,0.20588235294117646
658,2,0,31,2,77082.65,2,0,0,13482.28,0,0.06451612903225806
680,2,1,42,7,105722.69,1,1,1,90558.24,1,0.16666666666666666
704,1,0,24,10,122109.78,1,1,1,127654.37,0,0.4166666666666667
637,1,1,45,2,157929.45,1,1,1,145134.49,1,0.044444444444444446
701,1,1,33,7,123870.07,1,1,0,97794.71,0,0.21212121212121213
687,0,1,35,1,110752.15,2,1,1,47921.22,0,0.02857142857142857
650,0,1,27,6,0.0,2,1,0,1002.39,0,0.2222222222222222
739,0,1,37,8,0.0,2,1,0,191557.1,1,0.21621621621621623
632,0,1,40,9,139625.34,1,1,0,93702.96,1,0.225
670,0,1,27,5,79336.61,1,1,1,26170.08,0,0.18518518518518517
636,2,0,36,6,96643.32,1,0,0,182059.28,0,0.16666666666666666
582,0,1,40,9,0.0,3,1,1,60954.45,0,0.225
669,2,0,47,0,63723.78,2,1,1,181928.25,0,0.0
670,0,1,35,3,103465.02,2,1,1,174627.06,0,0.08571428571428572
707,1,0,43,10,0.0,2,1,0,118368.2,0,0.23255813953488372
710,2,0,34,9,134260.36,2,1,0,147074.67,0,0.2647058823529412
712,0,1,29,2,0.0,1,1,1,144375.0,0,0.06896551724137931
460,2,1,40,6,119507.58,2,1,0,91560.63,1,0.15
545,2,0,45,6,93796.42,2,1,1,162321.26,0,0.13333333333333333
675,1,1,35,8,155621.08,1,0,1,35177.31,0,0.22857142857142856
622,0,0,38,5,0.0,2,0,0,105295.77,0,0.13157894736842105
653,0,0,47,6,0.0,1,1,0,50695.93,1,0.1276595744680851
594,0,1,31,0,79340.95,1,1,0,78255.86,0,0.0
850,0,0,31,3,0.0,2,1,0,121866.87,0,0.0967741935483871
567,1,0,29,8,0.0,2,1,0,156125.72,0,0.27586206896551724
532,2,0,24,8,142755.25,1,0,0,34231.48,0,0.3333333333333333
535,2,0,38,8,127475.24,1,0,0,60775.76,1,0.21052631578947367
708,2,0,42,9,176702.36,2,1,1,104804.74,0,0.21428571428571427
541,0,0,37,9,212314.03,1,0,1,148814.54,0,0.24324324324324326
739,2,0,29,3,59385.98,2,1,1,105533.96,0,0.10344827586206896
850,2,1,33,2,83415.04,1,0,1,74917.64,0,0.06060606060606061
589,0,0,38,2,0.0,1,1,0,79915.28,0,0.05263157894736842
698,2,0,52,10,107304.39,3,1,0,28806.32,1,0.19230769230769232
835,2,1,47,5,108289.28,2,1,1,45859.55,1,0.10638297872340426
649,2,1,37,8,114737.26,1,1,1,106655.88,1,0.21621621621621623
850,2,1,31,4,164672.66,1,0,1,61936.1,0,0.12903225806451613
516,0,1,42,8,56228.25,1,1,0,46857.52,0,0.19047619047619047
718,0,1,41,1,0.0,2,0,1,27509.52,1,0.024390243902439025
615,0,0,41,4,130385.82,1,0,1,130661.95,0,0.0975609756097561
757,1,0,33,5,77253.22,1,0,1,194239.63,0,0.15151515151515152
655,1,0,37,8,163708.58,2,0,0,76259.23,0,0.21621621621621623
630,0,1,36,2,110414.48,1,1,1,48984.95,0,0.05555555555555555
831,2,0,32,9,80262.66,1,1,0,194867.78,0,0.28125
756,2,0,41,6,149049.92,1,0,1,50422.36,1,0.14634146341463414
628,0,1,31,6,175443.75,1,1,0,113167.17,1,0.1935483870967742
671,0,1,29,3,0.0,2,1,0,158043.11,0,0.10344827586206896
850,0,1,40,0,0.0,2,1,0,1099.95,0,0.0
537,0,0,28,3,157842.07,1,1,0,86911.49,0,0.10714285714285714
580,0,1,39,9,128362.59,1,1,0,86044.98,0,0.23076923076923078
541,0,0,46,4,124547.13,2,1,0,94499.06,0,0.08695652173913043
678,2,0,36,1,117864.85,2,1,0,27619.06,0,0.027777777777777776
443,2,1,29,9,99027.61,2,1,0,10940.4,0,0.3103448275862069
690,2,0,43,2,166522.78,1,0,0,119644.59,1,0.046511627906976744
647,2,1,22,3,97975.82,2,0,1,62083.0,0,0.13636363636363635
749,2,1,32,7,79523.13,1,0,1,157648.12,0,0.21875
850,2,0,38,5,146756.68,1,1,0,78268.61,0,0.13157894736842105
553,0,0,31,6,0.0,2,0,0,124596.63,0,0.1935483870967742
691,2,0,38,9,163965.69,2,0,1,103511.26,0,0.23684210526315788
672,0,0,47,1,0.0,1,0,0,91574.92,0,0.02127659574468085
610,1,1,46,5,116886.59,1,0,0,107973.44,0,0.10869565217391304
416,2,1,41,10,122189.66,2,1,0,98301.61,0,0.24390243902439024
620,0,0,61,5,0.0,1,0,0,31641.52,1,0.08196721311475409
679,2,1,30,4,77949.69,1,1,1,121151.46,0,0.13333333333333333
674,1,1,39,6,0.0,2,1,1,9574.83,0,0.15384615384615385
648,2,1,32,8,157138.99,3,1,0,190994.48,1,0.25
734,0,0,30,3,0.0,2,1,0,107640.25,0,0.1
682,0,0,50,6,121818.84,2,0,1,124151.37,0,0.12
558,2,0,39,10,144757.02,1,1,0,22878.16,1,0.2564102564102564
740,0,0,39,9,0.0,2,1,0,19047.23,0,0.23076923076923078
679,0,1,36,3,0.0,2,1,1,2243.41,0,0.08333333333333333
571,2,1,34,1,101736.66,1,0,1,195651.66,0,0.029411764705882353
616,0,0,37,9,0.0,1,1,0,111312.96,0,0.24324324324324326
535,0,0,33,2,133040.32,1,1,1,110299.78,0,0.06060606060606061
689,0,0,39,4,0.0,2,1,0,196112.45,0,0.10256410256410256
678,0,1,28,4,0.0,2,1,1,144423.17,1,0.14285714285714285
692,2,0,53,7,150926.99,2,0,0,119817.19,0,0.1320754716981132
549,1,0,25,6,193858.2,1,0,1,21600.11,0,0.24
674,1,0,32,2,0.0,2,1,0,140579.17,0,0.0625
717,2,1,28,9,82498.14,2,0,0,40437.67,0,0.32142857142857145
521,0,0,38,6,0.0,2,1,0,51454.06,0,0.15789473684210525
667,2,0,33,9,124573.33,2,0,0,683.37,0,0.2727272727272727
571,0,1,23,10,151097.28,1,0,1,17163.75,0,0.43478260869565216
629,0,1,39,10,0.0,2,1,1,43174.49,1,0.2564102564102564
763,0,1,38,0,152582.2,2,0,0,31892.82,0,0.0
577,1,0,29,2,0.0,1,1,1,168924.41,0,0.06896551724137931
632,0,0,32,6,111589.33,1,1,1,170382.99,0,0.1875
641,0,0,77,9,0.0,3,1,1,81514.06,0,0.11688311688311688
687,2,0,41,10,134318.21,2,1,1,198064.52,0,0.24390243902439024
676,0,1,34,1,63095.01,1,1,1,40645.81,0,0.029411764705882353
795,2,1,33,9,130862.43,1,1,1,114935.21,0,0.2727272727272727
439,0,0,36,2,165536.28,2,1,1,123956.83,0,0.05555555555555555
628,2,1,51,9,155903.82,2,1,1,71159.84,0,0.17647058823529413
538,2,1,42,1,98548.62,2,0,1,94047.75,0,0.023809523809523808
717,0,0,48,7,123764.95,1,1,1,169952.82,0,0.14583333333333334
675,0,1,38,6,68065.8,1,0,0,138777.0,1,0.15789473684210525
772,2,1,42,0,101979.16,1,1,0,90928.48,0,0.0
742,2,0,33,0,181656.51,1,1,1,107667.91,0,0.0
722,0,0,40,6,0.0,2,1,1,111893.09,0,0.15
539,0,1,47,2,127286.04,2,1,1,166929.43,1,0.0425531914893617
696,2,0,32,8,101160.99,1,1,1,115916.55,0,0.25
630,1,0,35,1,0.0,2,0,0,186826.22,0,0.02857142857142857
799,2,0,28,7,167658.33,2,1,1,111138.25,0,0.25
660,2,0,31,9,125189.75,2,1,1,139874.43,0,0.2903225806451613
813,0,1,62,10,64667.95,2,0,1,140454.14,0,0.16129032258064516
850,0,1,34,2,0.0,2,0,0,51919.04,0,0.058823529411764705
693,1,0,28,1,145118.83,1,0,1,77742.38,0,0.03571428571428571
699,0,0,27,1,0.0,2,1,0,93003.21,0,0.037037037037037035
574,0,1,34,5,112324.45,2,1,1,17993.43,0,0.14705882352941177
755,0,0,38,9,148912.44,1,1,0,80416.16,0,0.23684210526315788
698,2,0,39,9,133191.19,2,0,1,53289.49,0,0.23076923076923078
850,0,1,35,6,81684.97,1,1,0,824.0,0,0.17142857142857143
588,2,0,41,2,131341.46,2,0,1,7034.94,0,0.04878048780487805
850,1,0,35,7,110349.82,1,0,0,126355.8,0,0.2
709,1,0,35,2,0.0,2,1,0,104982.39,0,0.05714285714285714
665,0,0,39,10,46323.57,1,1,0,136812.02,0,0.2564102564102564
597,0,1,29,5,0.0,2,1,1,174825.57,0,0.1724137931034483
693,0,1,35,5,124151.09,1,1,0,88705.14,1,0.14285714285714285
806,2,0,30,8,168078.83,1,1,0,85028.36,1,0.26666666666666666
569,1,0,35,3,116969.35,1,0,0,94488.82,0,0.08571428571428572
729,1,1,28,0,0.0,2,1,1,31165.06,1,0.0
660,0,0,41,3,0.0,2,1,1,108665.89,0,0.07317073170731707
601,0,1,37,5,0.0,1,0,0,20708.6,0,0.13513513513513514
479,1,0,27,2,172463.45,1,1,1,40315.27,0,0.07407407407407407
774,1,1,36,8,117152.3,1,0,0,101828.39,0,0.2222222222222222
673,0,1,34,8,42157.08,1,1,0,20598.59,1,0.23529411764705882
553,1,0,44,4,0.0,1,1,0,10789.3,0,0.09090909090909091
773,1,0,63,9,111179.83,1,1,1,93091.02,0,0.14285714285714285
831,0,0,30,2,0.0,2,0,1,3430.38,0,0.06666666666666667
648,0,1,34,3,0.0,1,1,0,54726.43,0,0.08823529411764706
597,1,0,38,1,0.0,2,1,0,41303.29,0,0.02631578947368421
749,2,0,66,6,182532.23,2,1,1,195429.92,0,0.09090909090909091
587,1,0,48,1,0.0,2,1,1,8908.0,0,0.020833333333333332
569,1,1,34,3,0.0,1,1,0,133997.53,0,0.08823529411764706
719,2,1,42,5,137227.04,3,1,0,149097.38,1,0.11904761904761904
704,2,1,39,10,102556.18,2,1,0,171971.25,1,0.2564102564102564
724,0,0,28,5,97612.12,1,1,1,96498.14,0,0.17857142857142858
630,2,1,28,8,106425.75,1,1,1,20344.84,0,0.2857142857142857
664,0,0,40,7,125608.72,1,1,0,122073.48,0,0.175
618,2,0,44,5,157955.83,2,0,0,139297.71,0,0.11363636363636363
775,2,1,33,1,118897.1,2,1,1,26362.4,0,0.030303030303030304
704,0,0,36,7,120026.98,2,0,1,100601.73,0,0.19444444444444445
746,0,1,37,4,0.0,2,0,1,171039.56,0,0.10810810810810811
656,0,0,37,7,112291.34,1,1,0,153157.97,0,0.1891891891891892
636,0,0,42,2,0.0,2,1,1,55470.78,0,0.047619047619047616
524,0,1,28,7,0.0,2,0,1,147100.72,0,0.25
510,0,1,26,6,136214.08,1,0,0,159742.33,0,0.23076923076923078
653,0,1,38,8,102133.38,1,1,1,166520.96,0,0.21052631578947367
714,0,0,28,6,122724.37,1,1,1,67057.27,0,0.21428571428571427
484,0,1,50,2,90408.16,2,0,0,48170.57,0,0.04
499,0,0,35,10,0.0,2,1,0,10722.54,0,0.2857142857142857
850,2,0,30,5,123210.56,2,1,1,102180.27,0,0.16666666666666666
702,0,0,34,4,100054.77,1,1,0,109496.45,0,0.11764705882352941
827,0,1,60,2,0.0,2,0,1,60615.83,0,0.03333333333333333
691,0,1,34,7,0.0,2,0,1,161559.12,0,0.20588235294117646
734,1,1,37,2,130404.92,1,0,0,34548.74,0,0.05405405405405406
497,2,0,35,7,110053.62,2,1,1,92887.06,0,0.2
685,1,0,40,7,74896.92,1,1,0,198694.2,0,0.175
683,0,1,73,8,137732.23,2,1,1,133210.44,0,0.1095890410958904
770,0,1,37,9,0.0,2,0,0,22710.72,0,0.24324324324324326
613,2,0,59,8,91415.76,1,0,0,27965.0,1,0.13559322033898305
669,2,0,45,1,123949.75,1,0,0,110881.56,0,0.022222222222222223
563,1,0,26,7,0.0,2,0,0,6139.74,0,0.2692307692307692
594,2,0,40,0,152092.44,2,1,1,83508.93,0,0.0
725,2,1,47,1,104887.43,1,0,0,86622.56,1,0.02127659574468085
709,0,1,37,9,0.0,2,1,0,16733.59,0,0.24324324324324326
599,2,0,46,9,123444.72,1,1,1,31368.08,1,0.1956521739130435
643,0,0,36,7,161064.64,2,0,1,84294.82,0,0.19444444444444445
596,0,1,39,10,86546.29,1,0,1,131768.98,0,0.2564102564102564
651,0,0,45,1,0.0,1,1,0,67740.08,1,0.022222222222222223
477,2,1,36,3,117700.86,1,0,0,74042.0,0,0.08333333333333333
765,0,0,41,2,0.0,2,0,1,191215.61,0,0.04878048780487805
763,0,0,67,1,149436.73,2,0,1,106282.74,0,0.014925373134328358
640,2,1,74,2,116800.25,1,1,1,34130.43,0,0.02702702702702703
638,1,0,35,1,0.0,2,1,0,165370.66,0,0.02857142857142857
679,0,0,42,1,0.0,2,0,0,71823.15,0,0.023809523809523808
621,1,1,37,9,83061.26,2,1,0,9170.54,0,0.24324324324324326
555,2,1,51,9,138214.5,1,1,0,198715.27,1,0.17647058823529413
812,1,1,49,8,66079.45,2,0,0,91556.57,1,0.16326530612244897
588,0,1,35,0,0.0,2,1,1,155485.24,0,0.0
649,0,1,41,2,125785.23,1,1,1,70523.92,0,0.04878048780487805
803,0,0,36,1,0.0,2,1,1,149370.93,0,0.027777777777777776
757,0,1,71,0,88084.13,2,1,1,154337.47,0,0.0
609,0,0,48,1,108019.27,3,1,1,184524.65,1,0.020833333333333332
850,0,0,58,8,156652.13,1,0,0,25899.21,1,0.13793103448275862
610,2,0,49,6,113882.33,1,1,0,195813.81,1,0.12244897959183673
771,0,1,57,4,0.0,1,0,0,85876.67,1,0.07017543859649122
516,2,1,53,1,156674.2,1,1,0,118502.34,1,0.018867924528301886
625,2,0,31,4,77743.01,2,1,0,75335.68,0,0.12903225806451613
775,0,1,30,10,191091.74,2,1,1,96170.38,0,0.3333333333333333
561,0,0,21,4,0.0,1,1,1,36942.35,0,0.19047619047619047
594,0,1,34,7,141525.55,1,0,0,9443.15,0,0.20588235294117646
724,0,0,40,6,0.0,2,0,0,106149.48,0,0.15
661,2,0,35,8,124098.54,1,1,0,86678.48,0,0.22857142857142856
622,0,0,31,5,106260.67,1,1,1,2578.43,0,0.16129032258064516
763,0,0,35,9,0.0,1,1,1,31372.91,0,0.2571428571428571
645,1,0,45,4,0.0,1,0,1,174916.85,1,0.08888888888888889
833,2,0,59,1,130854.59,1,1,1,30722.52,1,0.01694915254237288
707,0,0,32,9,0.0,2,0,0,30807.02,0,0.28125
664,0,0,48,10,0.0,1,1,0,140173.17,1,0.20833333333333334
527,0,0,39,4,0.0,2,1,0,167183.07,1,0.10256410256410256
850,1,0,48,2,0.0,1,1,0,169425.3,1,0.041666666666666664
651,0,1,41,4,38617.2,1,1,1,104876.8,0,0.0975609756097561
697,0,1,25,1,0.0,2,0,0,87803.32,0,0.04
549,0,0,31,4,0.0,2,0,1,25684.85,0,0.12903225806451613
489,1,0,58,4,0.0,2,1,1,191419.32,0,0.06896551724137931
850,2,0,43,5,129305.09,2,0,1,19244.58,0,0.11627906976744186
778,0,0,44,8,123863.64,1,1,0,144494.94,0,0.18181818181818182
723,1,0,38,6,0.0,2,1,1,94415.6,0,0.15789473684210525
687,0,1,47,7,0.0,2,1,1,177624.01,0,0.14893617021276595
619,0,0,29,5,0.0,2,1,0,194310.1,0,0.1724137931034483
736,2,0,46,5,130812.91,1,1,1,77981.54,1,0.10869565217391304
582,0,0,29,4,0.0,2,0,0,156153.27,0,0.13793103448275862
684,2,1,48,10,126384.42,1,1,1,198129.36,0,0.20833333333333334
661,1,1,42,9,75361.44,1,1,0,27608.12,1,0.21428571428571427
805,2,0,50,9,130023.38,1,1,0,62989.82,1,0.18
785,0,1,39,1,130147.98,1,1,0,163798.41,1,0.02564102564102564
654,1,1,36,5,0.0,2,0,0,157238.05,0,0.1388888888888889
640,0,1,29,3,0.0,2,1,0,2743.69,0,0.10344827586206896
634,2,0,37,1,89696.84,2,1,1,193179.88,0,0.02702702702702703
768,0,0,25,6,0.0,2,1,1,21215.67,0,0.24
714,1,0,27,3,0.0,3,1,1,129130.09,0,0.1111111111111111
571,0,0,34,1,99325.04,2,0,1,186052.15,0,0.029411764705882353
722,1,0,43,1,0.0,1,1,0,44560.17,1,0.023255813953488372
701,2,0,63,3,120916.52,3,0,0,144727.45,1,0.047619047619047616
710,1,1,27,2,135277.96,1,1,0,142200.15,0,0.07407407407407407
444,0,1,40,5,84350.07,1,1,0,143835.76,0,0.125
651,2,1,45,6,86714.06,1,1,0,85869.89,1,0.13333333333333333
529,0,0,30,2,116295.29,1,1,0,75285.47,0,0.06666666666666667
635,2,1,65,5,117325.54,1,1,0,155799.86,1,0.07692307692307693
591,1,0,39,8,0.0,2,0,0,42392.24,0,0.20512820512820512
651,1,0,23,4,115636.05,2,1,0,70400.86,0,0.17391304347826086
750,1,1,39,7,119565.92,1,1,0,87067.73,0,0.1794871794871795
