Balance,Geography
129907.63,France
0.0,Spain
145387.32,Germany
124616.23,France
0.0,France
95808.19,Spain
0.0,France
0.0,France
117152.3,Spain
106250.72,France
111837.78,Germany
97023.21,France
137687.72,France
113348.5,Spain
122109.78,Spain
120452.4,France
0.0,France
65812.35,Spain
54428.37,Spain
0.0,France
0.0,France
143279.58,Germany
103846.65,Germany
125190.86,France
0.0,France
38340.02,France
123802.98,Germany
96651.03,France
0.0,France
0.0,France
133237.21,France
142105.35,France
166115.42,France
81070.34,France
0.0,France
123835.52,France
123401.43,France
169377.31,Germany
130015.24,France
0.0,France
133936.04,France
114543.27,France
119794.67,France
0.0,France
0.0,Spain
0.0,France
157138.99,Germany
0.0,Spain
136733.24,Germany
82498.14,Germany
151914.93,Spain
80090.93,France
83739.32,Spain
181166.44,France
130588.82,France
0.0,France
94126.67,Germany
0.0,France
148045.68,France
0.0,France
0.0,Spain
168165.84,France
72835.56,Germany
0.0,France
123212.08,Germany
0.0,Spain
0.0,Spain
119501.88,France
144550.83,Germany
126729.41,Germany
119984.07,Germany
0.0,France
0.0,Spain
121490.05,Spain
91897.8,Spain
139443.75,Spain
144961.97,Germany
126041.02,Germany
69459.05,Germany
198338.77,France
0.0,France
109196.66,Germany
134168.5,Spain
0.0,France
0.0,France
0.0,Spain
0.0,France
120100.41,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
0.0,Spain
135559.8,Germany
150355.35,Germany
0.0,France
133489.12,France
105489.31,Germany
60205.2,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,France
0.0,France
0.0,Spain
112333.63,France
116936.81,Germany
117721.02,Germany
165896.22,France
153656.85,Spain
94164.0,France
0.0,Spain
191808.73,France
152199.33,France
125396.24,Germany
104405.54,Germany
133801.49,France
0.0,Spain
0.0,France
100047.33,Germany
109848.6,France
127849.38,France
0.0,Spain
95947.76,France
0.0,Spain
137638.69,France
0.0,France
0.0,Spain
0.0,France
0.0,France
89416.99,France
0.0,Spain
0.0,Spain
143262.04,France
119656.45,Spain
132954.64,France
105206.7,Germany
0.0,Spain
83061.26,Spain
147650.68,France
73348.56,France
0.0,France
0.0,France
116320.68,Spain
0.0,France
0.0,France
0.0,France
66250.71,France
95675.62,Germany
92616.64,Germany
0.0,Spain
0.0,Spain
100565.94,Spain
190305.78,Spain
118536.4,Germany
127649.64,France
165358.77,France
0.0,Spain
78249.53,Germany
125193.96,Germany
0.0,France
154007.21,Germany
133214.88,Spain
146202.93,Spain
0.0,France
90963.49,France
0.0,Spain
0.0,France
114386.85,Spain
0.0,France
0.0,France
0.0,France
137260.78,Spain
111060.05,France
124447.73,Spain
0.0,France
0.0,France
135310.41,Germany
0.0,France
0.0,France
0.0,France
139393.19,Spain
0.0,Spain
104258.8,France
0.0,France
113447.01,Germany
0.0,France
111063.73,Germany
161378.02,Germany
82766.43,Spain
0.0,Spain
104267.7,France
91718.8,France
63488.7,Spain
12459.19,Spain
159863.9,Germany
104592.55,Germany
132088.59,Spain
0.0,Spain
120654.68,Spain
0.0,France
83772.95,France
172325.67,France
117685.31,France
0.0,France
0.0,France
0.0,Spain
135871.5,France
0.0,France
128504.76,Germany
0.0,France
56228.25,France
98792.4,Germany
181768.32,Germany
101198.01,Spain
0.0,France
0.0,France
0.0,France
139064.06,France
104508.1,France
113948.58,Germany
0.0,France
0.0,France
0.0,France
117524.72,Germany
160389.82,France
0.0,France
125547.53,France
92783.68,Spain
97036.22,Germany
0.0,France
0.0,France
102145.13,Spain
113452.66,France
155681.72,Spain
127475.24,Germany
0.0,France
112751.13,France
0.0,France
144889.18,France
0.0,Spain
150126.44,France
69712.74,France
0.0,Spain
0.0,France
117438.92,Germany
119315.75,France
89571.59,France
102251.57,Germany
118546.71,France
0.0,France
103257.14,Spain
124209.02,Spain
0.0,Spain
150302.84,Spain
108653.93,Spain
85325.93,France
0.0,France
135776.36,Germany
131411.24,France
0.0,Spain
0.0,Spain
106431.97,Germany
90305.76,France
117466.03,Germany
148884.47,France
91115.76,Germany
77373.87,Germany
104744.89,Spain
0.0,France
91538.51,Germany
0.0,France
185734.75,France
143396.54,France
125909.85,France
0.0,France
154525.7,France
0.0,France
100654.8,France
83325.77,Spain
110934.54,France
113680.54,Spain
117020.08,Germany
145359.99,France
151391.68,Germany
123935.35,Spain
0.0,France
70291.02,Spain
166031.45,Germany
96643.32,Germany
0.0,Spain
0.0,France
0.0,France
0.0,France
0.0,France
97268.1,Germany
0.0,France
76296.81,Germany
0.0,Spain
64497.94,Germany
0.0,France
0.0,Spain
0.0,France
0.0,France
0.0,Spain
0.0,France
134249.7,Spain
0.0,France
105443.68,France
0.0,Spain
0.0,France
0.0,Spain
86147.46,Germany
96939.06,Spain
106758.6,Spain
112528.65,France
116563.58,France
0.0,France
0.0,Spain
141786.78,Spain
136416.82,France
0.0,France
133245.52,Germany
90757.64,Germany
92350.36,France
78778.49,Germany
102143.93,Germany
0.0,France
98459.6,Germany
114603.76,Germany
0.0,Spain
148074.79,Germany
0.0,Spain
108004.64,Spain
107712.57,Germany
0.0,Spain
0.0,Spain
145303.52,France
138476.41,Germany
127471.56,France
156551.63,France
97092.87,Germany
0.0,France
129312.79,Spain
100315.1,Germany
81684.97,France
88827.53,Spain
152092.44,Germany
0.0,Spain
0.0,France
102406.76,Spain
109130.96,France
0.0,France
75242.28,Germany
0.0,Spain
0.0,France
129142.54,Germany
0.0,France
139129.92,Germany
0.0,Spain
66483.32,Spain
62389.03,Germany
0.0,France
91857.66,France
0.0,Spain
0.0,France
176173.52,France
0.0,Spain
131834.76,France
92347.96,France
0.0,France
95297.11,France
0.0,France
0.0,France
123845.36,France
143426.34,Germany
0.0,France
112708.2,Germany
100013.51,France
208165.53,France
0.0,Spain
0.0,France
0.0,France
121685.31,France
111525.02,France
0.0,France
113546.3,Germany
95696.52,France
88963.31,France
144880.34,Spain
136576.02,France
63093.01,France
132271.12,Germany
88814.4,France
90594.55,Germany
141816.25,Germany
138547.97,France
52192.08,France
124976.19,France
0.0,France
104356.38,Germany
150315.92,Spain
129299.28,France
140950.92,Germany
128065.12,Spain
107433.48,France
117468.67,France
0.0,France
0.0,France
0.0,France
0.0,France
153040.03,France
142084.04,Germany
0.0,France
112079.58,France
132044.6,Spain
66582.81,Spain
0.0,France
0.0,France
0.0,France
102895.1,France
0.0,Spain
117578.35,Germany
198546.1,France
0.0,Spain
0.0,France
116623.31,Germany
0.0,Spain
0.0,France
0.0,Spain
105770.7,France
0.0,France
94435.45,France
112889.91,Germany
0.0,France
127940.47,Germany
129745.1,Germany
0.0,France
0.0,France
141535.52,Germany
139914.27,France
120243.49,France
91835.16,France
0.0,Spain
67178.19,Spain
0.0,Spain
115378.94,Spain
127786.28,Germany
0.0,France
64900.32,France
109172.88,Germany
0.0,France
114091.38,Germany
0.0,France
0.0,France
145933.27,France
131504.73,Germany
107926.02,Germany
112281.6,Germany
0.0,France
0.0,Spain
0.0,Spain
124781.67,France
132865.56,France
129055.13,Germany
96166.88,Germany
165298.12,France
0.0,Spain
120682.53,France
102773.15,Spain
144386.32,Germany
104449.8,Germany
137102.65,Spain
142475.87,France
0.0,France
103195.2,Spain
112070.44,France
0.0,France
96473.59,France
0.0,Spain
108437.89,Germany
153195.59,France
96877.21,France
0.0,France
0.0,France
95452.89,France
63873.56,Spain
148298.59,France
0.0,Spain
143258.85,Germany
121342.24,Germany
99152.73,Germany
0.0,France
68423.89,Spain
0.0,Spain
79656.81,Germany
0.0,France
110240.04,France
125321.84,France
0.0,France
84378.9,France
0.0,France
136281.41,Germany
119380.37,France
108716.59,Germany
0.0,France
0.0,Spain
106596.29,France
99546.25,France
0.0,France
0.0,France
112615.86,Spain
0.0,Spain
0.0,France
0.0,France
75381.15,France
0.0,Spain
0.0,Spain
0.0,Spain
123086.39,Germany
0.0,France
0.0,Spain
109472.47,Spain
155766.05,Spain
101985.81,Germany
96019.5,France
0.0,France
0.0,Spain
147900.43,France
100755.66,France
0.0,Spain
83036.05,France
125427.37,Spain
98202.76,France
72509.91,Spain
140393.65,Germany
142644.64,Spain
23503.31,France
145729.71,Spain
122295.17,Germany
0.0,France
119799.27,Spain
163708.58,Spain
61687.33,France
79144.34,France
0.0,Spain
104848.68,Germany
0.0,Spain
0.0,Spain
0.0,France
146652.01,France
0.0,France
0.0,France
130622.34,Germany
187013.13,Germany
0.0,Spain
0.0,France
0.0,Spain
98862.54,France
0.0,Spain
98443.14,Germany
0.0,Spain
0.0,France
123575.51,Germany
0.0,France
105239.1,France
110993.79,Germany
0.0,Spain
157691.98,Spain
105245.21,Germany
0.0,Spain
117687.35,France
0.0,France
123067.63,Germany
0.0,France
0.0,France
101457.14,France
100549.43,Spain
174588.8,Spain
121161.57,Spain
0.0,France
90063.74,Germany
0.0,France
134936.97,France
110495.27,France
133200.09,Germany
82596.8,France
103837.75,Germany
0.0,Spain
93590.47,France
104149.66,Germany
114141.64,Germany
117153.0,Germany
156353.46,Germany
175534.78,Spain
135637.0,France
0.0,France
0.0,France
0.0,France
83415.04,Germany
141859.12,Germany
132767.66,Germany
110635.32,France
177657.35,Spain
157777.58,Germany
107915.94,Germany
86568.75,Germany
137755.76,Germany
137262.71,France
0.0,Spain
0.0,Spain
0.0,France
116309.01,Germany
131244.65,France
125155.83,Germany
140691.08,Germany
58820.32,France
105099.45,Germany
0.0,France
168372.52,France
94682.56,Germany
0.0,Spain
0.0,France
0.0,France
146329.73,France
0.0,Spain
167962.7,France
0.0,France
0.0,France
0.0,France
116967.68,France
0.0,Spain
0.0,Spain
93244.42,Germany
0.0,France
0.0,France
0.0,France
80442.06,Germany
150561.03,Germany
0.0,France
125474.44,France
127076.68,Germany
0.0,Spain
128650.11,Spain
145580.61,Spain
0.0,France
144900.58,France
0.0,France
97588.6,France
0.0,France
0.0,France
122200.31,Germany
151709.33,Spain
0.0,Spain
122134.4,Spain
137260.45,Germany
88594.14,France
0.0,Spain
127205.32,Germany
96997.09,Spain
0.0,France
142200.19,France
160761.41,Germany
0.0,France
0.0,Spain
0.0,France
116234.61,France
155143.52,Germany
0.0,France
0.0,France
84009.47,France
139246.22,Germany
170113.0,Germany
0.0,Spain
145578.28,France
126273.95,Spain
162482.76,France
0.0,France
87814.89,France
113858.95,Spain
87612.64,Germany
0.0,France
106648.98,Germany
0.0,Spain
103653.51,Germany
116880.53,Germany
97990.49,Germany
150635.3,Germany
0.0,Spain
129674.89,France
0.0,France
83568.26,France
178144.91,Spain
147137.74,Germany
0.0,France
114370.41,France
108289.28,Germany
149887.49,Germany
170172.9,Spain
0.0,France
0.0,France
64808.32,Germany
62732.65,France
0.0,France
95167.55,France
152508.99,Germany
134644.19,Germany
0.0,Spain
51293.47,Germany
0.0,France
116622.73,Spain
0.0,Spain
198113.86,France
85646.81,France
0.0,Spain
141234.98,France
0.0,France
77641.99,France
0.0,Spain
117304.29,Germany
0.0,Spain
92340.69,Germany
146780.52,Germany
144974.55,Spain
0.0,France
0.0,France
0.0,Spain
115137.26,Spain
101952.97,France
164649.52,France
0.0,France
91956.49,France
0.0,France
123938.6,Germany
123571.77,Germany
120777.88,France
90248.79,Germany
0.0,France
0.0,France
106396.48,Germany
104887.43,Germany
72079.71,France
0.0,France
0.0,Spain
99844.68,France
0.0,France
156815.71,France
146034.74,France
152283.39,France
118897.1,Germany
96781.39,Germany
102772.67,Germany
0.0,Spain
0.0,Spain
150578.0,France
0.0,France
0.0,France
0.0,France
163548.07,France
148580.12,France
96709.07,Germany
106011.59,Germany
135650.88,Germany
111362.76,Germany
39344.83,France
130809.77,Germany
133009.51,France
135337.49,Germany
112536.57,France
122570.69,Spain
63562.02,France
0.0,France
100368.63,Germany
0.0,France
136082.0,Spain
114169.16,Germany
47884.92,France
0.0,Spain
0.0,Spain
202904.64,France
0.0,France
161807.18,Spain
110791.97,Germany
0.0,Spain
108755.0,Germany
0.0,Spain
0.0,France
117294.12,Spain
102251.14,Germany
0.0,France
0.0,France
132057.92,France
0.0,France
114285.2,Germany
0.0,France
76087.98,Spain
160272.27,France
114552.6,Spain
102000.17,France
0.0,Spain
137853.0,France
0.0,France
162318.61,Germany
140292.58,Spain
0.0,France
0.0,France
0.0,France
126431.54,France
123475.04,France
97652.96,Germany
0.0,Spain
137455.99,Germany
0.0,France
99046.31,Germany
0.0,France
105907.42,Germany
97720.35,Germany
0.0,France
97392.18,Spain
0.0,France
152812.58,Germany
139301.68,France
76319.64,France
125919.35,Spain
124348.38,France
117199.8,France
148384.64,Germany
113905.48,Germany
133476.09,Spain
117879.32,France
0.0,France
122359.5,France
0.0,Spain
108585.35,Germany
145875.74,France
121542.57,Spain
109508.68,Spain
146407.11,Germany
0.0,France
112330.83,Germany
90413.12,France
105302.66,France
0.0,Spain
0.0,France
121520.36,Germany
103960.38,Spain
102945.01,Germany
92760.55,France
0.0,Spain
134590.21,Germany
104255.03,France
0.0,Spain
0.0,France
0.0,France
121399.98,Germany
147127.81,Germany
125927.51,Spain
0.0,France
111599.32,Germany
0.0,France
0.0,France
114212.6,France
0.0,Spain
115251.64,Spain
0.0,France
107571.61,France
0.0,France
152367.21,Germany
130969.77,Germany
97738.97,Germany
0.0,Spain
113794.22,Spain
128396.33,Spain
118207.69,Spain
124730.26,Germany
0.0,France
136298.65,Spain
0.0,France
0.0,France
0.0,France
125724.95,France
0.0,France
0.0,France
0.0,Spain
95872.86,France
0.0,France
0.0,France
74260.03,France
123407.69,Germany
123783.91,Spain
0.0,France
153880.15,France
0.0,France
106301.85,Germany
0.0,Spain
0.0,France
138076.47,Germany
135422.31,France
0.0,Spain
126875.62,France
96381.68,Spain
119703.1,Germany
152102.18,Germany
127675.39,Germany
133776.86,Germany
72788.03,Spain
76226.9,Spain
163630.76,Germany
0.0,Spain
0.0,France
155423.17,France
98710.89,Germany
0.0,Spain
126683.8,Spain
140700.61,France
168078.83,Germany
107726.93,Spain
0.0,France
0.0,Spain
35741.69,Germany
98268.84,Germany
133800.98,France
125682.79,France
0.0,France
130428.78,France
0.0,Spain
0.0,Spain
0.0,France
137138.2,Germany
73112.95,France
152347.01,France
115144.68,Spain
0.0,France
137817.52,France
157332.26,Spain
0.0,France
124586.93,Germany
116980.78,Spain
128398.38,Spain
0.0,Spain
137657.25,Germany
167259.44,Spain
0.0,France
119009.57,France
80002.33,Germany
140211.88,France
118742.74,France
138207.08,Spain
148636.21,France
178827.79,France
83134.3,France
121513.31,France
95900.04,Germany
112543.42,France
0.0,Spain
141751.82,Spain
124140.57,Spain
116546.59,Germany
0.0,France
157576.47,Spain
0.0,Spain
141428.99,Germany
127510.99,Spain
0.0,France
0.0,France
81818.49,Spain
100895.54,France
63832.43,Germany
0.0,France
116085.06,France
0.0,France
0.0,France
115761.51,Germany
0.0,Spain
139626.01,Germany
0.0,France
115576.44,France
0.0,France
77647.6,Germany
0.0,France
148962.46,Germany
0.0,France
0.0,France
80542.81,Germany
0.0,France
0.0,France
102050.47,France
0.0,Spain
114948.76,France
136000.45,Germany
156001.68,France
147974.16,Germany
0.0,Spain
90402.77,Germany
0.0,France
0.0,France
0.0,France
162701.65,France
0.0,France
0.0,France
82453.96,Germany
100107.99,France
0.0,France
83348.89,Germany
96553.52,Germany
201009.64,France
125167.74,France
0.0,France
153313.67,France
0.0,France
125879.29,France
170057.62,Germany
0.0,France
131326.47,Germany
128472.8,Spain
160485.16,France
84445.68,Germany
115409.18,Germany
62400.48,Spain
143054.56,France
133628.09,France
107135.04,Spain
0.0,Spain
151659.52,France
0.0,Spain
155903.82,Germany
82940.25,Spain
112650.89,Germany
0.0,France
95853.39,Germany
82228.67,France
0.0,Spain
163700.78,Germany
106328.08,France
152992.91,France
116439.65,France
101352.78,Spain
0.0,Spain
105609.17,Germany
0.0,France
0.0,France
103894.38,France
139834.93,Spain
112518.71,France
115895.42,France
146408.68,Spain
165363.31,France
0.0,France
71843.15,Germany
105492.53,Spain
183027.25,France
131968.57,Germany
104118.5,France
0.0,Spain
125023.1,France
74323.2,France
109346.13,France
0.0,France
109698.41,Germany
0.0,Spain
127758.09,Germany
102645.48,Germany
93249.4,France
0.0,France
87779.83,Germany
0.0,Spain
138131.34,France
70362.52,Germany
0.0,France
168286.58,Germany
86102.27,France
115142.9,Germany
126597.89,Germany
0.0,France
157989.21,Germany
187997.15,Spain
172192.49,Germany
133105.47,Germany
0.0,Spain
0.0,France
0.0,France
192407.97,Germany
107199.75,Germany
115796.7,Germany
164858.18,France
117633.28,Germany
0.0,France
0.0,France
126663.51,Germany
140273.47,Germany
0.0,Spain
153344.72,Germany
123943.18,Germany
0.0,France
98630.31,Germany
58036.33,France
0.0,Spain
109200.74,Germany
0.0,Spain
0.0,France
0.0,France
83173.98,Germany
0.0,France
0.0,Spain
82559.42,France
73494.21,France
132450.24,Spain
128663.9,France
79951.9,France
132508.3,Germany
120530.13,Germany
74988.59,France
94722.88,France
0.0,Spain
71269.89,France
98612.1,Germany
138033.55,France
91621.69,France
140014.42,France
126815.97,Spain
139663.37,France
0.0,France
165312.27,France
0.0,France
0.0,Spain
123699.28,Germany
97325.15,Germany
97041.16,France
0.0,France
104129.24,France
0.0,France
104367.5,France
135369.71,France
112119.48,Spain
123760.68,France
0.0,France
0.0,Spain
0.0,France
0.0,France
0.0,France
0.0,Spain
0.0,Spain
152160.21,France
0.0,France
0.0,France
0.0,France
172381.8,France
106116.56,Germany
141952.07,France
0.0,Spain
138497.84,France
0.0,Spain
124213.36,Germany
126872.6,France
0.0,Spain
0.0,France
120923.52,France
142643.54,Spain
79857.64,Germany
95502.21,France
0.0,France
197715.93,Germany
85859.76,France
85304.27,France
132371.3,Germany
0.0,Spain
0.0,France
79896.0,Germany
0.0,France
0.0,France
0.0,France
146587.3,Germany
0.0,France
0.0,Spain
109109.33,Spain
0.0,Spain
0.0,France
142147.32,France
0.0,Spain
0.0,France
0.0,Spain
109106.8,France
112262.84,France
0.0,Spain
0.0,Spain
144238.7,Spain
159397.75,Spain
125385.01,Spain
69365.25,France
155271.83,France
197200.04,Spain
144837.79,Spain
0.0,France
0.0,France
163085.79,Spain
125903.22,Germany
154377.3,France
107511.52,Spain
127406.5,Germany
143656.55,Spain
138106.75,France
128940.24,France
114453.58,Germany
0.0,France
0.0,France
131762.94,France
0.0,France
150300.65,France
108935.39,Spain
135847.47,France
109908.06,Germany
142946.18,Germany
104339.11,Germany
157274.36,France
98848.19,France
105103.33,Germany
0.0,France
127120.62,Germany
0.0,France
129118.5,Germany
0.0,France
0.0,France
146053.66,France
124577.15,Spain
151012.55,Spain
216109.88,Spain
144318.97,France
0.0,France
0.0,France
27517.15,Germany
147092.65,France
92246.14,Germany
0.0,France
148897.02,Germany
0.0,Spain
0.0,France
138335.96,Germany
92895.56,Germany
160736.63,Spain
0.0,France
0.0,France
107141.27,France
0.0,France
132446.08,France
92053.0,France
96798.79,Spain
134498.54,Germany
132387.91,France
147171.2,Germany
100524.69,Spain
0.0,France
138214.5,Germany
0.0,France
0.0,Spain
0.0,Spain
128743.55,France
122647.32,France
79263.9,Spain
0.0,France
121389.78,France
123906.55,Spain
143006.7,Spain
157597.61,Spain
127117.8,Spain
117103.26,France
102989.83,Spain
145118.83,Spain
126076.24,France
0.0,France
0.0,France
98186.7,France
0.0,France
0.0,France
0.0,France
129335.65,Germany
75801.74,Spain
0.0,Spain
159316.64,France
96479.81,France
117726.33,Germany
0.0,France
122351.29,France
0.0,France
0.0,France
0.0,Spain
0.0,France
132598.38,Germany
119272.29,France
0.0,France
0.0,France
106415.57,France
0.0,France
127772.1,Germany
104631.67,Spain
0.0,France
0.0,France
118050.79,Germany
0.0,France
136093.74,Spain
88477.36,Germany
161572.24,Spain
126608.37,Germany
68332.96,France
179852.26,Spain
0.0,France
104763.41,Germany
88541.57,France
162888.73,France
0.0,France
0.0,Spain
0.0,France
0.0,France
0.0,France
0.0,France
92474.05,France
0.0,France
115479.48,Germany
87098.91,France
86351.85,Germany
0.0,France
148843.56,Germany
163714.52,Germany
0.0,France
94153.56,Spain
162702.35,France
129255.2,France
90605.29,France
0.0,Spain
102787.42,France
120145.96,France
63723.78,Germany
159203.71,Spain
0.0,France
0.0,Spain
0.0,France
0.0,France
162691.16,Germany
127806.91,France
157960.49,France
139493.25,Germany
87096.82,Germany
84944.58,France
160139.59,France
0.0,France
0.0,Spain
0.0,France
0.0,France
94615.11,Germany
90727.79,France
119545.48,Germany
118311.76,France
129574.98,France
148163.57,France
117154.9,Germany
154251.67,Spain
0.0,France
65667.79,France
0.0,France
50194.59,France
96748.89,Germany
0.0,France
132667.17,France
0.0,Spain
127087.06,France
125566.9,France
106074.89,Germany
137367.94,Germany
157658.36,France
114422.85,Germany
103154.66,Spain
0.0,France
149592.14,Spain
133903.12,Germany
84587.9,Germany
197436.82,Spain
104254.27,Spain
140133.08,France
0.0,Spain
136980.23,Germany
120568.41,Germany
43658.33,France
0.0,France
0.0,France
72092.95,France
0.0,France
0.0,Spain
181821.96,France
90920.75,France
0.0,France
0.0,Spain
0.0,France
0.0,France
0.0,France
94920.71,France
113939.36,Germany
0.0,France
0.0,France
110666.42,France
0.0,France
141819.02,Germany
156974.26,France
151215.34,France
116318.23,Spain
113882.33,Germany
0.0,France
127253.98,France
100062.39,Spain
0.0,France
126605.14,Spain
106942.08,France
0.0,Spain
88594.93,Germany
123737.04,Germany
110752.15,France
0.0,Spain
0.0,France
0.0,Spain
0.0,Spain
0.0,Spain
125889.3,Germany
78314.63,France
206329.65,France
145536.9,France
77082.65,Germany
145081.73,France
115897.73,Germany
108058.07,Spain
191523.09,France
0.0,France
91187.9,Spain
0.0,France
113958.55,France
147167.25,Spain
82916.48,Germany
0.0,France
0.0,France
57098.96,France
115341.19,Germany
165257.2,France
0.0,France
0.0,France
68799.72,Spain
116120.19,Spain
0.0,France
84102.11,France
0.0,France
0.0,France
0.0,France
0.0,France
104013.79,Germany
120822.86,Germany
128389.12,Spain
102800.72,Germany
135470.9,Germany
90145.04,France
0.0,Spain
161801.47,Spain
99660.13,Germany
123081.84,Spain
102870.93,France
151105.68,France
163856.76,Germany
0.0,France
127290.61,Spain
180614.04,France
55053.62,France
96110.22,Spain
106521.49,Spain
82255.51,France
0.0,France
102395.79,Germany
118201.41,Spain
44582.07,France
0.0,Spain
0.0,France
105522.06,France
123936.54,Germany
0.0,Spain
119499.42,Germany
135814.7,France
0.0,France
106259.63,Germany
0.0,France
115463.16,Spain
0.0,Spain
120233.83,Spain
0.0,France
81132.21,France
122196.99,Germany
112290.22,Germany
0.0,France
0.0,France
154409.74,France
0.0,France
132759.8,Spain
76705.87,France
0.0,France
0.0,France
0.0,France
125961.74,Germany
49572.73,France
103015.12,France
0.0,France
104001.38,France
87116.71,Spain
82547.11,France
0.0,Spain
121325.84,France
111167.7,France
139714.4,Germany
139875.2,Germany
113063.83,Germany
138340.06,France
114974.24,France
0.0,France
0.0,France
117325.54,Germany
0.0,France
0.0,France
0.0,France
0.0,Spain
0.0,France
0.0,Spain
0.0,France
78737.61,Spain
182876.88,Spain
130023.38,Germany
152606.82,France
0.0,France
167268.98,France
167831.88,France
144287.6,Germany
151855.33,Germany
0.0,Spain
0.0,France
155994.15,Germany
147527.03,Germany
0.0,France
100267.03,France
83287.05,Spain
0.0,Spain
0.0,Spain
117438.17,Germany
121235.05,France
129965.18,Germany
150836.92,Germany
0.0,France
163894.35,Germany
0.0,France
0.0,France
0.0,France
87967.42,Germany
0.0,France
0.0,France
121093.29,Germany
121691.54,Spain
0.0,Spain
154121.32,France
0.0,France
0.0,Spain
0.0,France
165048.5,Germany
0.0,Spain
127638.35,France
0.0,France
135290.42,Germany
170252.05,France
108269.2,Germany
0.0,France
145623.36,Germany
145809.53,France
130334.84,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,France
111009.32,Germany
0.0,France
157371.54,France
0.0,Spain
134560.62,France
0.0,France
72373.62,Germany
109564.1,France
132116.13,France
101195.23,Germany
149436.73,France
130682.11,Germany
115280.49,Germany
129944.39,France
0.0,France
0.0,Spain
151802.29,Germany
0.0,France
138731.95,France
155621.08,Spain
150005.38,France
0.0,Spain
64430.06,France
106261.63,Germany
0.0,Spain
132670.53,Germany
0.0,France
117314.92,Germany
145874.35,Spain
146777.44,Spain
109978.83,Germany
0.0,France
108881.73,Spain
0.0,Spain
112957.26,France
103362.14,Germany
89015.61,Spain
133618.01,Spain
93680.43,France
97486.15,Germany
137794.18,Spain
101928.51,France
0.0,Spain
0.0,Spain
79585.96,Germany
161884.99,France
129068.54,France
0.0,France
132623.76,Germany
121461.87,Spain
175307.32,France
136658.61,France
146584.19,Spain
0.0,France
131414.76,Spain
0.0,France
99441.21,Germany
0.0,France
0.0,France
0.0,France
181110.13,Spain
100476.46,Spain
51949.95,Germany
121063.49,France
88441.64,Spain
127023.39,France
144147.68,France
173306.13,Spain
0.0,France
106425.75,Germany
135392.31,Germany
0.0,France
152685.4,Spain
82083.52,Germany
131629.17,Spain
0.0,France
108477.27,Germany
114779.35,France
57568.94,France
0.0,Spain
0.0,Spain
0.0,France
110559.46,France
0.0,France
0.0,France
0.0,Spain
128152.82,France
120961.5,Germany
129472.33,Germany
105000.23,France
109339.17,Germany
55328.4,France
72012.76,Germany
110480.48,France
132439.99,Spain
0.0,France
94108.54,Germany
105173.99,Germany
0.0,Spain
131959.86,France
0.0,France
122952.9,France
107379.68,France
122641.56,Germany
0.0,France
124037.28,Spain
117565.03,France
133189.4,France
120252.02,Germany
152264.81,Germany
105069.98,France
115076.06,France
0.0,France
117280.23,France
110540.43,Germany
135095.47,Spain
187861.18,Germany
124655.59,Germany
0.0,France
134105.01,France
0.0,France
0.0,France
83693.34,Germany
114631.23,France
128601.98,France
91258.52,Germany
70416.75,France
0.0,France
0.0,France
0.0,France
88294.6,France
0.0,Spain
93577.3,France
136650.89,Germany
98765.84,Spain
84309.57,France
136258.06,Spain
0.0,France
131160.85,Germany
145222.99,Spain
98141.57,Germany
0.0,France
102282.61,Spain
116121.84,France
190066.54,France
149349.58,Germany
155176.83,France
98986.28,Germany
147726.98,France
0.0,France
144852.06,France
89299.81,France
0.0,Spain
97663.16,France
95161.75,Spain
154586.92,Germany
127095.14,Spain
92526.15,Germany
107362.8,Germany
0.0,Spain
127286.04,France
0.0,France
0.0,France
139930.18,France
77949.69,Germany
121405.04,France
124580.69,Spain
133087.76,France
0.0,Spain
0.0,France
0.0,Spain
103741.14,Germany
98877.95,France
105843.26,France
77526.66,Spain
0.0,France
0.0,France
105264.88,Germany
0.0,France
110150.43,Germany
0.0,Spain
0.0,France
0.0,Spain
138166.3,Germany
122265.24,Germany
133295.98,Spain
0.0,France
148326.09,France
68927.57,Germany
139914.6,France
118723.11,Germany
106957.28,Spain
190238.93,France
113537.73,France
101090.27,Spain
0.0,France
0.0,Spain
0.0,France
168920.75,Spain
111589.67,Germany
172310.33,Germany
118028.35,Germany
147910.3,Germany
131287.36,Germany
121276.32,France
109869.32,Spain
97435.85,France
0.0,France
133853.27,France
109528.16,Germany
84607.34,France
101438.0,Germany
0.0,France
113657.83,France
189318.16,Spain
99513.91,France
97585.32,Spain
0.0,France
0.0,France
136659.74,Spain
85755.86,France
0.0,Spain
0.0,France
51690.89,Spain
0.0,Spain
111669.68,France
154741.45,Germany
125681.51,Germany
155303.71,Germany
140681.68,Germany
71902.52,France
146606.6,France
123949.75,Germany
144753.21,Germany
91285.22,France
0.0,France
125850.53,Germany
108116.66,France
0.0,France
67639.56,France
150200.23,Spain
141287.15,Spain
0.0,France
0.0,France
0.0,France
97157.96,France
0.0,France
125241.17,Germany
128966.13,Germany
152581.06,Germany
0.0,Spain
142688.57,Germany
130089.56,Germany
0.0,France
117094.02,France
0.0,Spain
0.0,France
0.0,Spain
90218.9,France
194532.66,Spain
